completeness_percent,publisher,quality_score,pid,error_percent,id,weighted_error_percent,weighted_quality_rating,schema_version,title,quality_rating,weighted_quality_score,weighted_completeness_percent
47.62,ALLIANCE > NHS DIGITAL,57.53,add485fa-4c54-4a3e-8676-abe2ff4725a5,32.56,9b7f7994-0b9c-4809-b67d-45ae1f04ec5c,30.16,Not Rated,1.1.7,Mental Health Services Data Set - Currencies,Not Rated,57.94,46.03
78.57,HUB > DATA-CAN,75.33,bc839e9c-e303-4c3c-9c2c-9975602376e2,27.91,9bfba8a4-43c3-4356-93a5-3eb3b7bc247a,30.16,Silver,1.1.7,PHM and Cancer Outcomes in the WYH Cancer Alliance,Bronze,77.78,85.71
19.05,,33.95,0e38bbf4-c788-4a1a-9af8-a24821250154,51.16,9c2356fe-409f-4a34-9fbf-663d2add3902,50.79,Not Rated,1.1.7,Domiciliary Social Care Worker (DSCW),Not Rated,41.27,33.33
19.05,,33.95,ac755244-4143-4629-9170-a9e8fc98bb1e,51.16,9c31bd50-e999-4d4d-bb9d-545c00fcf23e,50.79,Not Rated,1.1.7,Optimum Patient Care Research Database (OPCRD),Not Rated,41.27,33.33
95.24,HUB > BREATHE,88.32,e22ddf52-7f9e-4072-ae61-cb722461b37d,18.6,9ca6e8d2-98d2-4757-84e1-287585400e55,22.22,Gold,1.1.7,"Extended Cohort for E-health, Environment and DNA (EXCEED)",Gold,88.89,100.0
19.05,,32.78,bcca421a-9077-4c47-9daa-b1bc030d3dee,53.49,9cb83fb7-e8d7-436b-b847-e4759b9589c5,55.56,Not Rated,1.1.7,National Survey for Wales Dataset (NSWD),Not Rated,38.88,33.33
19.05,,32.78,ea068fd4-1a96-4ed5-a010-8930afb968bb,53.49,9cc82b97-d508-4cb9-98ca-0105aa897bb6,55.56,Not Rated,1.1.7,UK Renal Registry - Kidney PREM dataset,Not Rated,38.88,33.33
90.48,HUB > GUT REACTION,84.78,f2af20f9-af84-40ce-8a07-7d095948653e,20.93,9d4f445e-f81e-45d7-bd83-7e9f68199b4f,23.81,Silver,1.1.7,IBD NIHR BioResource: Sample holding,Silver,85.72,95.24
19.05,,32.78,fbe1ae63-0c12-48e5-be16-87d6bc7bd179,53.49,9da5acec-1749-46a6-bf93-51457bbaa52c,55.56,Not Rated,1.1.7,National Vascular Registry -  Abdominal Aortic Aneurysm Repair clinical dataset,Not Rated,38.88,33.33
52.38,HUB > BREATHE,63.4,43fc768a-9d2c-4c6d-952f-d8570c487b4a,25.58,9de20d42-8e9b-45c8-8574-52a49fba826c,25.4,Not Rated,1.1.7,Respiratory social media database,Not Rated,59.52,44.44
95.24,ALLIANCE > SAIL,89.48,584bf8c8-d58f-44c6-9b65-e1611144fd54,16.28,9e67001e-7c77-4bc0-9af2-5138b5d638e4,20.63,Gold,1.1.7,Annual District Death Daily,Gold,89.69,100.0
19.05,,33.95,f102ca50-d1e4-44ec-924e-be89446652af,51.16,9ea7a624-ce4c-460e-b68f-0655dac36765,50.79,Not Rated,1.1.7,Radiotherapy Dataset (RTDS),Not Rated,41.27,33.33
19.05,,33.95,edfc20b7-5a5e-40c4-afd0-a7a5bba77003,51.16,9fe99176-1cbf-41f7-901d-245051dbe410,50.79,Not Rated,1.1.7,Granular ICU data focussing on the impact of lactate readings on outcomes,Not Rated,41.27,33.33
19.05,,32.78,14aaf184-5922-4459-affb-6c9e55c12176,53.49,9fff31ef-f927-4832-97cb-edcbb0a19839,55.56,Not Rated,1.1.7,Pregnancy Register for CPRD GOLD,Not Rated,38.88,33.33
19.05,,32.78,7465c65e-c321-42e9-a2f4-6bc664caf1fc,53.49,a0292641-9e1a-495d-a7f2-d9ce87ff0b88,55.56,Not Rated,1.1.7,Outpatient Referral (OPRD),Not Rated,38.88,33.33
19.05,,32.78,9623e62b-3c50-44aa-8923-0bbb94e7ad61,53.49,a03b66c6-f56d-40f8-bb9b-06751d97864c,55.56,Not Rated,1.1.7,National Joint Registry - Revision Shoulder Replacement dataset,Not Rated,38.88,33.33
19.05,,32.78,67020745-9def-4c6e-b5ac-bb273bd0a20e,53.49,a04b16f3-dd24-47de-8c20-699b88eb4da0,55.56,Not Rated,1.1.7,National Neonatal Research Database (NNRD),Not Rated,38.88,33.33
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,636e216a-072b-4c8b-b867-23b7666d2cb2,16.28,a06afa88-caba-4354-ac70-d05c67b34dfc,15.87,Bronze,1.1.7,UK CLL Trials Biobank,Silver,72.22,60.32
92.86,NIHR Health Informatics Collaborative Renal Transplantation Theme,77.83,359a322e-3781-4796-b6b2-81962fa19b7a,37.21,a0e0c0c2-072a-47ac-9252-e27b37ac024f,41.27,Silver,1.1.7,HIC Transplantation,Silver,78.57,98.41
64.29,ALLIANCE > NHS DIGITAL,60.05,7b31b427-b447-432e-9a6c-ad2099343491,44.19,a1a67182-e81b-4144-ac51-92a86f277eb2,49.21,Not Rated,1.1.7,Mental Health Minimum Dataset v4.1 (Non-Sensitive) Events,Not Rated,64.28,77.78
28.57,ALLIANCE > HQIP,46.84,eecbdd8d-92a0-4dfd-a216-1cf7f1f8c98f,34.88,a1d41f64-76e1-4576-a906-f64a7fe664c4,34.92,Not Rated,1.1.7,National Paediatric Diabetes Audit - Spotlight survey of diabetes-related technologies,Not Rated,44.45,23.81
95.24,ALLIANCE > SAIL,90.64,9c6e891f-6449-48d2-a1c3-8dd236e34bbd,13.95,a1e1ec62-d78c-40ac-9f90-66ef1dd865b2,15.87,Gold,1.1.7,Brecon dataset,Gold,92.06,100.0
19.05,,32.78,1982d9ef-890a-41ff-a86a-de61d65aaa09,53.49,a25181ec-a00c-4031-9f35-5cb072477e64,55.56,Not Rated,1.1.7,National Asthma & COPD Audit:COPD and adult asthma organisational dataset,Not Rated,38.88,33.33
19.05,,33.95,2843087f-23a4-4cfe-8e72-53f2b9562cc3,51.16,a2a324f8-ccd3-405b-a146-34bbb85cc34a,50.79,Not Rated,1.1.7,Enhanced Prescribing Database,Not Rated,41.27,33.33
95.24,HUB > DATA-CAN,87.16,ce4582a8-0985-46c6-b95f-29a5de862d4a,20.93,a337845e-1dde-445b-90cf-91d8b825e3a5,26.98,Gold,1.1.7,Comprehensive Patient Records for Cancer Outcomes,Gold,86.51,100.0
19.05,,31.62,fd8d0743-344a-4758-bb97-f8ad84a37357,55.81,a34797cd-4ee8-4f79-8c90-cda08b48bf3d,60.32,Not Rated,1.1.7,HDR UK Papers & Preprints,Not Rated,36.5,33.33
4.76,,29.12,dec5d8da-2d63-4ab8-927e-4a5a659dc541,46.51,a41cfa11-ee7f-4ebe-be2a-f1235e34951d,46.03,Not Rated,1.1.7,"Peer-led, Professionals Assisted Pulmonary Rehabilitation (PLPAPR): pilot study",Not Rated,29.36,4.76
95.24,ALLIANCE > SAIL,90.64,aae02f9e-1bad-415d-9730-c46a07a990aa,13.95,a45acd02-82d7-4bfe-9845-6b4df683bba8,15.87,Gold,1.1.7,Care Home Dataset,Gold,92.06,100.0
19.05,,32.78,b4121feb-f91b-4e20-a19b-fa49c7a5c1c1,53.49,a4936ec2-002e-4927-9a46-29ae9b5d695f,55.56,Not Rated,1.1.7,NIHR IBD BioResource: Demographic,Not Rated,38.88,33.33
76.19,ALLIANCE > SAIL,76.47,464d8653-4e69-406b-93fd-d68c29d5dfdc,23.26,a4eb97a6-6a61-415b-9dfb-65503675ed00,25.4,Silver,1.1.7,Health & Attainment of Pupils in a Primary Education Network [HAPN],Silver,77.78,80.95
28.57,ALLIANCE > HQIP,48.0,79ae4881-6223-471a-a278-6b2d3b84f971,32.56,a513dd3b-7e58-4d7f-8164-0a4dbe0a96c0,33.33,Not Rated,1.1.7,Paediatric Intensive Care Audit Network - core dataset (referral),Not Rated,45.24,23.81
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,d0694e15-b6ba-4a95-962a-dbf627ca207c,16.28,a5163bce-7c03-4e61-8ebc-024939c047a8,15.87,Bronze,1.1.7,UK ME/CFS Biobank,Silver,73.81,63.49
19.05,,31.62,84336be3-23bd-466e-b29b-df48db897665,55.81,a5a4a55c-c311-445d-a21f-0e4acb42f227,60.32,Not Rated,1.1.7,ISARIC4C COVID-19 Clinical Information Network (CO-CIN),Not Rated,36.5,33.33
4.76,,29.12,95f385b1-4f5c-4a88-8e79-9613acc66938,46.51,a5b41636-a112-4631-aaee-215bc4cf200e,46.03,Not Rated,1.1.7,Air Quality Study: An ecological analysis of asthma health outcomes in Malaysia,Not Rated,29.36,4.76
28.57,ALLIANCE > UNIVERSITY HOSPITALS OF LEICESTER,46.84,d472a895-8587-4503-956e-3bd66d990979,34.88,a5c088cd-dae6-4c58-b381-a0d273585f4d,34.92,Not Rated,1.1.7,The Primary-Secondary Care Partnership to Improve Outcomes in Chronic Kidney Disease,Not Rated,44.45,23.81
19.05,,33.95,4e5ba567-c452-4979-8e2e-865f7df20252,51.16,a5d1a44f-9e9d-4c6d-9ce0-53889d579781,50.79,Not Rated,1.1.7,Patient Medical Card Registration (NI),Not Rated,41.27,33.33
19.05,,32.78,e54d35a6-2e7c-422d-a4a5-a7da930b08f2,53.49,a6252de5-4fc3-4dc7-950b-2f2528f58533,55.56,Not Rated,1.1.7,Scottish Stillbirth and Infant Death Survey,Not Rated,38.88,33.33
69.05,ALLIANCE > TISSUE DIRECTORY,75.22,5618f65d-23fc-4bd5-9a4c-73e4b330c3a6,18.6,a6472a29-17db-477c-bb6e-264686c8fc26,17.46,Bronze,1.1.7,plasmaMATCH,Bronze,71.43,60.32
19.05,,33.95,dec04153-f595-41ce-9d7e-5ef0c3fe8289,51.16,a69493b6-991d-40b5-ba81-2f70c424c557,50.79,Not Rated,1.1.7,Child Health Systems Programme - First Visit,Not Rated,41.27,33.33
4.76,,29.12,3b87eef0-bfb6-4bf4-84b9-29880197fec9,46.51,a7447f01-c3fd-43f1-8fc4-3e6f3b6e59ef,46.03,Not Rated,1.1.7,National Records of Scotland (NRS) - Births Data,Not Rated,29.36,4.76
16.67,ALLIANCE > OXFORD UNIVERSITY HOSPITALS NHS TRUST,39.73,df70b490-3c00-458e-a6dd-ea3242a3ebac,37.21,a74f72ad-bf70-42e4-8933-069c7b53c7f9,36.51,Not Rated,1.1.7,LIMS,Not Rated,38.89,14.29
4.76,,29.12,929186f3-e230-4b52-a9f5-0c20af7f5ce2,46.51,a8364fd6-2247-4ef0-af8c-51c7b3ec24cd,46.03,Not Rated,1.1.7,The 1970 British Cohort Study (BCS70),Not Rated,29.36,4.76
4.76,,29.12,3731006a-ee7c-4d15-bc07-4eeb29a3d031,46.51,a889651d-a26e-4907-86a3-a06d100d13f5,46.03,Not Rated,1.1.7,NIHR BioResource: NHS Trust data,Not Rated,29.36,4.76
92.86,ALLIANCE > SAIL,88.29,ed131fee-0635-4613-a453-a383d5dd7cec,16.28,a8bb670a-b45b-48a6-8e4d-9e8f61de4f5b,17.46,Gold,1.1.7,Healthcare Workers Risk Assessment,Gold,90.47,98.41
28.57,ALLIANCE > HQIP,48.0,45310176-6331-4bdd-bc53-d9194e212a35,32.56,a8bfd0c4-1aec-47cc-9e45-00a713482fa2,33.33,Not Rated,1.1.7,Paediatric Intensive Care Audit Network - core dataset (transport),Not Rated,45.24,23.81
4.76,,29.12,c027d0ca-7c7d-4864-b4dd-8040f4020fbb,46.51,a8c8978f-b5dc-448c-9a03-4d961d79a863,46.03,Not Rated,1.1.7,Scottish Immunisation Recall System (SIRS),Not Rated,29.36,4.76
61.9,HUB > BREATHE,71.65,86838cad-d5d3-4b65-9c37-29b0c8c36309,18.6,a8f5117e-7523-452f-abf3-ced72f03cb2e,19.05,Bronze,1.1.7,Salford Lung Study,Bronze,68.25,55.56
73.81,HUB > PIONEER,74.12,ddf7f82f-b453-442d-b562-bb0157593831,25.58,a9b50e33-9974-4635-8e52-9c9b3cb87eb2,25.4,Silver,1.1.7,"Demography, interventions & outcomes of patients with Cerebrovascular Disease",Bronze,78.57,82.54
92.86,HUB > DISCOVER NOW,87.13,0f930154-0a0e-4bef-9464-59e657b904d6,18.6,a9f4a852-a1f2-4041-bb33-3a50e6c43f8d,22.22,Gold,1.1.7,North West London Primary Care Events Data (NWL PCE),Gold,87.31,96.83
64.29,ALLIANCE > NHS DIGITAL,60.05,348b12fb-7718-477e-a572-4fc3c716152d,44.19,aa019da2-0f2f-493c-95e8-7263ee735f46,49.21,Not Rated,1.1.7,Mental Health Minimum Dataset v3_3.5 (Non-Sensitive),Not Rated,64.28,77.78
80.95,ALLIANCE > SAIL,77.69,fc24482c-0f9b-445f-af7a-8598627c3b15,25.58,aa1fe6a9-79cc-4afc-bd38-ec0d5e4fc195,31.75,Silver,1.1.7,ONS 2011 Census Wales (CENW),Silver,78.57,88.89
19.05,,32.78,487222b7-5c13-4a92-8b41-044796048720,53.49,aa25e5e4-9d53-4f7b-a7fb-228835f6bfd8,55.56,Not Rated,1.1.7,Death Registration Data - Provisional Monthly Extracts,Not Rated,38.88,33.33
19.05,,32.78,1789286a-deaf-49df-88cd-660e92934af6,53.49,aabb918b-b15f-4c1e-a50a-8ceee6993d70,55.56,Not Rated,1.1.7,Critical Care Dataset (CCDS),Not Rated,38.88,33.33
4.76,,29.12,bfa012ad-e609-4d15-a824-6d143758ca4d,46.51,aad2340a-ab87-40ee-bfbe-c56adb01fd47,46.03,Not Rated,1.1.7,Assessing the eDPSEEA model in seasonal pollen induced asthma in Islamabad,Not Rated,29.36,4.76
19.05,,32.78,f75b02f0-a45f-433a-a669-420c8bd40720,53.49,ab0f56e2-681f-4e43-b798-94685ddc3c4a,55.56,Not Rated,1.1.7,Weekly SUS ECDS Dataset,Not Rated,38.88,33.33
4.76,,29.12,153c0ba6-f2ec-4fb4-b5a7-33e11cbdf7fc,46.51,ab2dafd8-b513-4b33-9365-5eb74f32f9d1,46.03,Not Rated,1.1.7,Developing Patient and Public Involvement in Research in Malaysia,Not Rated,29.36,4.76
4.76,,29.12,563c0bfc-437e-4c10-b144-b392d983017c,46.51,ab7f482c-42ea-4ddb-8c92-5ecc1be868ce,46.03,Not Rated,1.1.7,GOAL,Not Rated,29.36,4.76
19.05,,33.95,245bffa9-07c3-40b6-916b-161062cdf674,51.16,ac057e24-22d8-478e-8988-89fe4ee67b6c,50.79,Not Rated,1.1.7,Walker Study Data,Not Rated,41.27,33.33
19.05,,32.78,00201dde-1faf-41d3-b282-5c24c0ca3697,53.49,ac7927ca-ef8b-47d7-abce-33a03baaac5c,55.56,Not Rated,1.1.7,Tayside Bowel Screening Dataset,Not Rated,38.88,33.33
61.9,ALLIANCE > NHS DIGITAL,61.19,285ae0ae-196b-4a75-b1f1-78b07162acfa,39.53,acafb160-b18a-436e-90f1-dc4530a90267,39.68,Bronze,1.1.7,Mental Health Minimum Data Set,Not Rated,67.46,74.6
76.19,ALLIANCE > NHS DIGITAL,75.31,f61f116d-f732-450e-9d34-c6ae00e3fd1e,25.58,ad376d74-4f12-4fb4-8d34-a9e7d0b45b3b,28.57,Silver,1.1.7,COVID-19 SARI-Watch (formerly CHESS),Bronze,77.78,84.13
19.05,,33.95,0cac3870-dd13-44fc-97c2-4bdb67550b39,51.16,ad5dd22c-f6e1-4338-9d4e-80e4b9ec8f26,50.79,Not Rated,1.1.7,2019 UK Parkinson's Audit - Elderly care and neurology,Not Rated,41.27,33.33
88.1,HUB > GUT REACTION,83.58,02ddc5c9-03d4-40e4-9934-e60817ec8f3e,20.93,ad638da8-366b-481f-995e-fc326301eb16,23.81,Silver,1.1.7,IBD NIHR BioResource: Contact detail,Silver,84.12,92.06
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,0d4f0103-82d8-43f4-8058-4aec80ea562f,16.28,adbee090-9634-455e-9be1-62843158fb08,15.87,Bronze,1.1.7,Cardiff School of Dentistry Tooth Bank,Silver,72.22,60.32
92.86,HUB > DISCOVER NOW,87.13,788857b5-6a5b-4ec2-825e-d965e291cf45,18.6,adce90ad-d576-4c98-9de9-dca19f7f4d41,22.22,Gold,1.1.7,North West London Admitted Patient Care Data (NWL APC),Gold,87.31,96.83
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,cee932f8-151c-4834-ac6d-61d842f9d170,16.28,ae2022bc-2083-4e57-b825-1fb610d910ee,15.87,Bronze,1.1.7,Biobank for patients with retinal degenerations & dystrophies,Silver,72.22,60.32
19.05,,32.78,c8f2ee14-2831-445d-a207-2f7f932f4735,53.49,ae68c3c8-7930-40bd-86e8-7ca1aa6ce57d,55.56,Not Rated,1.1.7,COVID antigen testing - Pillar 2,Not Rated,38.88,33.33
95.24,ALLIANCE > CYSTIC FIBROSIS TRUST,87.16,69bdac5f-bb70-4ca5-a5ce-51a6106ad00b,20.93,ae788191-69e5-4a03-b11b-bd25574b0e4f,30.16,Silver,1.1.7,Cystic Fibrosis Patient NTM culture,Gold,84.92,100.0
19.05,ALLIANCE > BARTS HEALTH,39.76,cae0a9a5-1bf2-49c3-b8d1-c315d3239074,39.53,ae9e8a9f-533f-4823-8e00-84e39ad2c266,38.1,Not Rated,1.1.7,Community Services Dataset,Not Rated,38.88,15.87
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,095d805c-4b62-4726-b968-bb2f1c463701,16.28,af2b3e6d-718e-464a-8c0d-5882fa1d869f,15.87,Bronze,1.1.7,Manchester Cancer Research Centre (MCRC) Biobank,Silver,73.81,63.49
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,097540aa-a0ed-492e-853b-9ebcfd061dea,16.28,af2ecff2-398c-437f-8c45-adef2406ce43,15.87,Bronze,1.1.7,Cardiff University Biobank,Silver,73.81,63.49
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,df9b7bb1-1b26-4e67-b885-df2dcb8e3450,16.28,af4af5cc-a9eb-4e0e-b50a-3cab4ac2daf9,15.87,Bronze,1.1.7,NIHR Exeter Clinical Research Facility,Silver,72.22,60.32
19.05,,33.95,d415a5c5-8432-4a81-937f-12135ade6de7,51.16,af6db86a-b901-442e-adf5-f29f6c1dc16e,50.79,Not Rated,1.1.7,Welsh Ambulance Services NHS Trust (WAST) - Legacy,Not Rated,41.27,33.33
19.05,,32.78,a290592c-a6f5-4874-b283-1d33e923c487,53.49,afc74c32-efdf-4aab-a0bb-fe5586f4af78,55.56,Not Rated,1.1.7,National Audit of Care at the End of Life - organisational level audit,Not Rated,38.88,33.33
4.76,,29.12,5df03d24-ad95-4d64-96df-0684a4f26e58,46.51,b009b68f-730a-4d72-9a3c-c917b1ff715d,46.03,Not Rated,1.1.7,Childhood Pneumonia Governance in Bangladesh,Not Rated,29.36,4.76
19.05,,33.95,3abc20ce-3dc6-4715-9de0-56aa97a6f5ec,51.16,b0319b9b-14ba-4e23-86ff-89363d4d69a7,50.79,Not Rated,1.1.7,COVID antigen testing - Pillar 1,Not Rated,41.27,33.33
19.05,,31.62,57fa56f2-78d1-49af-ab8d-e8146d711868,55.81,b04e89c3-3c56-4ad9-b929-d3937874df52,60.32,Not Rated,1.1.7,Emergency Care Dataset (ECDS),Not Rated,36.5,33.33
19.05,,32.78,d8c67899-2d81-48c2-8482-31cd33973a36,53.49,b05cb16b-80dc-4e16-8d86-8ee741a5e051,55.56,Not Rated,1.1.7,National Audit of Care at the End of Life - case note review,Not Rated,38.88,33.33
19.05,,31.62,6f8182d2-2993-400d-829d-b52cdb324bf3,55.81,b07485ca-2d45-483d-9336-32cca4504712,60.32,Not Rated,1.1.7,SICSAG Episodes (Scottish Intensive Care Audit Group),Not Rated,36.5,33.33
19.05,,33.95,e171a080-a4cd-4e64-9c2b-e72beb7cac78,51.16,b132812c-7a5c-4d2d-aca2-fdcdb890283a,50.79,Not Rated,1.1.7,HIV-POGO,Not Rated,41.27,33.33
19.05,,32.78,0c67a669-7a19-4cb8-b7b0-42a19f84d56d,53.49,b24500e6-4078-43ee-989c-1d425b9d3906,55.56,Not Rated,1.1.7,CPRD Aurum CHESS,Not Rated,38.88,33.33
4.76,,29.12,e63613a9-92e9-4147-8a76-40e4a87ec131,46.51,b2f48da1-d3c6-4126-a74b-e87c2f629ef8,46.03,Not Rated,1.1.7,Lothian Birth Cohort 1936 (LBC1936),Not Rated,29.36,4.76
95.24,ALLIANCE > CYSTIC FIBROSIS TRUST,87.16,bea354e8-c552-41ef-80c2-a76ca5767e4b,20.93,b2fb79c5-26db-484b-8e93-1c56d7654f57,30.16,Silver,1.1.7,Cystic Fibrosis Patient Transplants,Gold,84.92,100.0
19.05,,32.78,0c43c0b6-de3a-478b-8190-4da37fbe5ff5,53.49,b3004f9b-11a0-482b-9cec-791b28fd492e,55.56,Not Rated,1.1.7,Fife Microbiology: Tests,Not Rated,38.88,33.33
19.05,,32.78,c319c402-7ca7-4e2b-bd17-a1abacf9f84c,53.49,b32322b4-edd9-48ed-9204-de1259f0dfc1,55.56,Not Rated,1.1.7,Covid 19 Accident and Emergency Statistics,Not Rated,38.88,33.33
95.24,NIHR Health Informatics Collaborative Critical Care Theme,80.18,4f546f1e-433c-4884-a090-2a4520c878ac,34.88,b40777a2-468b-4b45-8b7d-2f62f912e950,39.68,Silver,1.1.7,HIC ICU 8.3.2,Silver,80.16,100.0
80.95,ALLIANCE > SAIL,77.69,0628fb77-057d-4838-b80e-18245a8f535d,25.58,b43309eb-7860-49b7-9f11-1a7a0fd5532e,31.75,Silver,1.1.7,UK Cystic Fibrosis Registry (CYFI),Silver,78.57,88.89
95.24,ALLIANCE > CYSTIC FIBROSIS TRUST,87.16,0ad31772-0893-4cf7-bab0-683e80302201,20.93,b5033be2-0744-49c5-a398-a4d3ed4e1deb,30.16,Silver,1.1.7,Cystic Fibrosis Patient Chronic Medication,Gold,84.92,100.0
61.9,ALLIANCE > NHS DIGITAL,58.86,ef22c16c-c294-46e1-abf9-5204212e9053,44.19,b53f716d-a5c3-4ad8-a2aa-cae09c12ac18,49.21,Not Rated,1.1.7,Mental Health Minimum Dataset v4.1 (Non-Sensitive) Episodes,Not Rated,62.69,74.6
83.33,ALLIANCE > SAIL,78.88,f102ca50-d1e4-44ec-924e-be89446652af,25.58,b589b19b-b43f-4344-affb-5d7ea328c909,25.4,Silver,1.1.7,Radiotherapy Dataset,Silver,82.54,90.48
19.05,,32.78,c8b6c319-239b-4792-9898-644a63d07ab5,53.49,b63aadf4-da85-478e-a171-05714ef9057e,55.56,Not Rated,1.1.7,National Vascular Registry - Lower Limb Angioplasty clinical dataset,Not Rated,38.88,33.33
4.76,,29.12,d62939c4-e4a8-4fca-91ed-54f7f87fb89e,46.51,b670cfe7-d4e2-46e5-b3e9-dccfd05c02d2,46.03,Not Rated,1.1.7,DataLoch Core,Not Rated,29.36,4.76
69.05,HUB > BREATHE,75.22,59521b01-6adb-4dd3-8b40-dbeb51171e4f,18.6,b6a60be1-5d94-41f9-a426-5f9523a98d50,19.05,Bronze,1.1.7,Development of spirometry predictive values for Indian population,Bronze,69.84,58.73
19.05,,33.95,8a8a5e90-b0c6-4839-bcd2-c69e6e8dca6d,51.16,b6f26b11-da8d-402a-91c7-3b7122be274c,50.79,Not Rated,1.1.7,Welsh Demographic Service (WDSD),Not Rated,41.27,33.33
19.05,,33.95,33fc3ffd-aa4c-4a16-a32f-0c900aaea3d2,51.16,b6fe3b50-aff3-435d-9c57-8b46eaa34671,50.79,Not Rated,1.1.7,Welsh Longitudinal GP Dataset - Welsh Primary Care (WLGP),Not Rated,41.27,33.33
95.24,ALLIANCE > SAIL,90.64,8ee61578-e298-423a-be22-cb0438023e5c,13.95,b70900e9-85e9-4dd2-ae4b-02523be4219d,15.87,Gold,1.1.7,Cafcass England,Gold,92.06,100.0
19.05,,32.78,ceae4fe0-4e98-4e3c-85db-e86539aade81,53.49,b789c975-7042-445c-bfa6-c24e5ca8a983,55.56,Not Rated,1.1.7,UHB 100K Genomics patient clinical data including their acute care contacts,Not Rated,38.88,33.33
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,89497432-17e0-49f4-96a4-65ef57d07701,16.28,b7a352ee-6306-4bd8-b9bc-f2a69fe17d70,15.87,Bronze,1.1.7,Public Health England Seroepidemiology Unit,Silver,72.22,60.32
19.05,,32.78,981b8787-45be-4f61-8625-3e3aae6ef10a,53.49,b8a46533-aa49-49d9-a0a2-7326e37f958e,55.56,Not Rated,1.1.7,CPRD Aurum SGSS,Not Rated,38.88,33.33
4.76,,29.12,57526718-0a9a-42ad-8b7a-582d9ef96d13,46.51,b95a3ebd-f1f2-4f5f-a598-1eaa60dd1790,46.03,Not Rated,1.1.7,COVID-19 Detection from Chest X-Rays using Deep Learning,Not Rated,29.36,4.76
69.05,ALLIANCE > TISSUE DIRECTORY,75.22,47f979bc-da9d-4e9e-9f2b-15e09366db04,18.6,b9642fb3-3bee-491b-8d83-22f9de0fd77f,17.46,Bronze,1.1.7,ESPAC-TPlus,Bronze,71.43,60.32
19.05,,32.78,6a6c4568-59e9-4760-89d6-07558a24944c,53.49,b97ff350-f84d-4739-a4d6-f3a607063799,55.56,Not Rated,1.1.7,2019 UK Parkinson's Audit - Patient Reported Experience Measure (PREM),Not Rated,38.88,33.33
19.05,,33.95,0d556d7e-be27-4979-a09e-d419b2e838f3,51.16,b988b8bc-fbc5-40a7-8123-76ea5286b8c7,50.79,Not Rated,1.1.7,Hospitalised patients with diabetic emergencies & acute diabetic health concerns,Not Rated,41.27,33.33
28.57,ALLIANCE > HQIP,48.0,6c78af2c-3898-435e-b1f4-e6a44682dc71,32.56,b9b4ee9a-3ffa-483d-8e46-16f862c83740,33.33,Not Rated,1.1.7,Paediatric Intensive Care Audit Network - customised data collection,Not Rated,45.24,23.81
4.76,,29.12,cf190350-74c6-45f2-8ede-69ace62eb88d,46.51,b9ffcd6b-cabd-4875-ac5c-5cb878f7290f,46.03,Not Rated,1.1.7,Pneumonia case management practices in selected communities in Pakistan,Not Rated,29.36,4.76
64.29,ALLIANCE > NHS DIGITAL,60.05,3adeb2f4-a924-49cb-9537-84a9a4242a62,44.19,ba071b0b-5ef4-457b-b194-3a69c2c71a06,49.21,Not Rated,1.1.7,Mental Health Minimum Dataset v4 (Non-Sensitive) Events,Not Rated,64.28,77.78
19.05,,32.78,b06415af-9151-4ccc-83a1-ab859943fb2b,53.49,ba0bf718-05ab-4a6c-9419-1d04991d9ee9,55.56,Not Rated,1.1.7,National Joint Registry - Primary Elbow Replacement dataset,Not Rated,38.88,33.33
19.05,,32.78,8002b4d7-ff3b-4402-b805-a6a0022836fd,53.49,ba30a8b6-bfc7-4105-b094-11f187c7b293,55.56,Not Rated,1.1.7,Emergency Department (Symphony),Not Rated,38.88,33.33
19.05,,31.62,90131a34-3cc8-4a74-b72f-d9600cfa2808,55.81,ba936454-e65e-491d-a16d-79115a4da09a,60.32,Not Rated,1.1.7,BathTAP Updating Cohort 1,Not Rated,36.5,33.33
19.05,,33.95,594cfe55-96e3-45ff-874c-2c0006eeb881,51.16,bb04212f-0626-4cbe-8863-a2cc1df40683,50.79,Not Rated,1.1.7,COVID-19 Symptom Tracker Dataset (CVST),Not Rated,41.27,33.33
19.05,,33.95,bd85a09c-fe4a-41b8-81d2-77feadcd1a0a,51.16,bb3152a1-aaef-4c0e-b0da-0fa94503b9da,50.79,Not Rated,1.1.7,Patient postcode linked deprivation measures for CPRD Aurum,Not Rated,41.27,33.33
19.05,,32.78,877a7275-b99d-4ed4-9691-de577e0ab49e,53.49,bb61567b-431f-4e30-b906-654490ea14c7,55.56,Not Rated,1.1.7,IBD NIHR BioResource: Case report form,Not Rated,38.88,33.33
19.05,,32.78,e3b36044-e1fb-418b-946a-b83626bf2e3f,53.49,bb833f51-bc38-4489-b693-6658ea772393,55.56,Not Rated,1.1.7,CDE Clinical Events,Not Rated,38.88,33.33
